ogr_appellation;rome_code;libelle_appellation_long;libelle_appellation_court
17334;H2407;Opérateur / Opératrice sur presse en tannerie-mégisserie;Opérateur / Opératrice sur presse en tannerie-mégisserie
17510;H2407;Ouvrier mégissier / Ouvrière mégissière;Ouvrier mégissier / Ouvrière mégissière
17539;H2407;Ouvrier tanneur / Ouvrière tanneuse;Ouvrier tanneur / Ouvrière tanneuse
17551;H2407;Palissonneur / Palissonneuse;Palissonneur / Palissonneuse
17881;H2407;Ponceur-velouteur / Ponceuse-velouteuse;Ponceur-velouteur / Ponceuse-velouteuse
18395;H2407;Refendeur / Refendeuse de peaux;Refendeur / Refendeuse de peaux
18397;H2407;Refendeur-scieur / Refendeuse-scieuse de peaux;Refendeur-scieur / Refendeuse-scieuse de peaux
19237;H2407;Retailleur / Retailleuse de peaux;Retailleur / Retailleuse de peaux
19272;H2407;Rogneur-débordeur / Rogneuse-débordeuse;Rogneur-débordeur / Rogneuse-débordeuse
19311;H2407;Satineur / Satineuse en tannerie-mégisserie;Satineur / Satineuse en tannerie-mégisserie
19327;H2407;Scieur / Scieuse de peaux;Scieur / Scieuse de peaux
19350;H2407;Sécheur / Sécheuse sous vide en tannerie;Sécheur / Sécheuse sous vide en tannerie
10874;H2408;Aide-conducteur / Aide-conductrice de machine d'impression textile;Aide-conducteur(trice) de machine d'impression textile
12183;H2408;Chef de ligne chromo en industrie textile;Chef de ligne chromo en industrie textile
12857;H2408;Conducteur / Conductrice chromo en industrie textile;Conducteur / Conductrice chromo en industrie textile
13046;H2408;Conducteur / Conductrice de machine d'impression textile;Conducteur / Conductrice de machine d'impression textile
13009;H2408;Conducteur / Conductrice de machines à imprimer à cadre rotatif;Conducteur(trice) de machines à imprimer à cadre rotatif
13010;H2408;Conducteur / Conductrice de machines à imprimer par jet de couleur ou pulvérisation;Conducteur(trice) machines à imprimer jet couleur, pulvérisa
13031;H2408;Conducteur / Conductrice de machines de flocage en industrie textile;Conducteur(trice) de machines de flocage en ind textile
13037;H2408;Conducteur / Conductrice de machines de sérigraphie en industrie textile;Conducteur(trice) de machines de sérigraphie en ind textile
15520;H2408;Imprimeur / Imprimeuse en industrie textile;Imprimeur / Imprimeuse en industrie textile
15526;H2408;Imprimeur / Imprimeuse sur cadre plat;Imprimeur / Imprimeuse sur cadre plat
15527;H2408;Imprimeur / Imprimeuse sur cadre rotatif;Imprimeur / Imprimeuse sur cadre rotatif
15528;H2408;Imprimeur / Imprimeuse sur étoffes;Imprimeur / Imprimeuse sur étoffes
15529;H2408;Imprimeur / Imprimeuse sur table en industrie textile;Imprimeur / Imprimeuse sur table en industrie textile
11598;H2409;Brocheur / Brocheuse en chaussures;Brocheur / Brocheuse en chaussures
12450;H2409;Chef d'équipe en atelier de coupe;Chef d'équipe en atelier de coupe
12919;H2409;Conducteur / Conductrice de chariot matelasseur en industrie des matériaux souples;Conducteur(trice) chariot matelasseur ind matériaux souples
13025;H2409;Conducteur / Conductrice de machines de coupe automatique en industrie des matériaux souples;Conducteur(trice) machines coupe auto ind matériaux souples
13771;H2409;Coupeur / Coupeuse au bloc en ganterie;Coupeur / Coupeuse au bloc en ganterie
13773;H2409;Coupeur / Coupeuse CAO;Coupeur / Coupeuse CAO
13774;H2409;Coupeur / Coupeuse cuirs et peaux;Coupeur / Coupeuse cuirs et peaux
13780;H2409;Coupeur / Coupeuse dessus;Coupeur / Coupeuse dessus
13781;H2409;Coupeur / Coupeuse doublure;Coupeur / Coupeuse doublure
13782;H2409;Coupeur / Coupeuse en bonneterie;Coupeur / Coupeuse en bonneterie
13783;H2409;Coupeur / Coupeuse en chaussures;Coupeur / Coupeuse en chaussures
13784;H2409;Coupeur / Coupeuse en maroquinerie;Coupeur / Coupeuse en maroquinerie
13786;H2409;Coupeur / Coupeuse main chaussures;Coupeur / Coupeuse main chaussures
13787;H2409;Coupeur / Coupeuse main tissu;Coupeur / Coupeuse main tissu
13788;H2409;Coupeur / Coupeuse peausserie;Coupeur / Coupeuse peausserie
13789;H2409;Coupeur / Coupeuse prêt-à-porter;Coupeur / Coupeuse prêt-à-porter
13790;H2409;Coupeur / Coupeuse sur emporte-pièces en industrie des matériaux souples;Coupeur(se) sur emporte-pièces en ind des matériaux souples
13791;H2409;Coupeur / Coupeuse sur scie à ruban en industrie des matériaux souples;Coupeur(se) sur scie à ruban en ind des matériaux souples
13785;H2409;Coupeur industriel / Coupeuse industrielle de l'habillement et autres fabrications à base d'étoffes;Coupeur(se) industriel(le) de l'habillement
13914;H2409;Découpeur / Découpeuse scies à ruban en industrie des matériaux souples;Découpeur(se) scies à ruban en ind des matériaux souples
15068;H2409;Fendeur / Fendeuse en ganterie;Fendeur / Fendeuse en ganterie
16423;H2409;Matelasseur / Matelasseuse raccords;Matelasseur / Matelasseuse raccords
20402;H2409;Traceur-matelasseur / Traceuse-matelasseuse;Traceur-matelasseur / Traceuse-matelasseuse
14139;H2410;Détacheur / Détacheuse en industrie des matériaux souples;Détacheur / Détacheuse en industrie des matériaux souples
14549;H2410;Écailleur / Écailleuse en dentelle;Écailleur / Écailleuse en dentelle
15088;H2410;Finisseur / Finisseuse en industrie des matériaux souples;Finisseur / Finisseuse en industrie des matériaux souples
15147;H2410;Formeur / Formeuse en bonneterie;Formeur / Formeuse en bonneterie
17099;H2410;Opérateur / Opératrice de finition en industrie des matériaux souples;Opérateur(trice) de finition en ind des matériaux souples
18059;H2410;Presseur / Presseuse en bonneterie;Presseur / Presseuse en bonneterie
18061;H2410;Presseur / Presseuse en industrie de l'habillement;Presseur / Presseuse en industrie de l'habillement
38071;H2410;Raccommodeur / Raccommodeuse en broderie;Raccommodeur / Raccommodeuse en broderie
38072;H2410;Raccommodeur / Raccommodeuse en dentelle;Raccommodeur / Raccommodeuse en dentelle
18265;H2410;Raccoutreur / Raccoutreuse en articles chaussants;Raccoutreur / Raccoutreuse en articles chaussants
18266;H2410;Raccoutreur / Raccoutreuse en bonneterie;Raccoutreur / Raccoutreuse en bonneterie
18507;H2410;Remonteur / Remonteuse de maille en bonneterie;Remonteur / Remonteuse de maille en bonneterie
18536;H2410;Repasseur / Repasseuse au fer en industrie de l'habillement;Repasseur / Repasseuse au fer en industrie de l'habillement
18538;H2410;Repasseur / Repasseuse en cours en industrie de l'habillement;Repasseur/Repasseuse en cours en industrie de l'habillement
18542;H2410;Repasseur / Repasseuse sur carrousel en industrie de l'habillement;Repasseur(se) sur carrousel en industrie de l'habillement
18543;H2410;Repasseur / Repasseuse sur mannequin en industrie de l'habillement;Repasseur(se) sur mannequin en industrie de l'habillement
18539;H2410;Repasseur final / Repasseuse finale en industrie de l'habillement;Repasseur(se) final(e) en industrie de l'habillement
18545;H2410;Repasseur-presseur / Repasseuse-presseuse en industrie de l'habillement et de fabrications à base d'étoffes;Repasseur(se)-presseur(se) en industrie de l'habillement
20322;H2410;Thermocolleur / Thermocolleuse en industrie de l'habillement;Thermocolleur / Thermocolleuse en industrie de l'habillement
14553;H2411;Échantillonneur / Échantillonneuse en bonneterie;Échantillonneur / Échantillonneuse en bonneterie
16413;H2411;Maroquinier metteur / Maroquinière metteuse au point;Maroquinier metteur / Maroquinière metteuse au point
16455;H2411;Mécanicien / Mécanicienne collection des industries de l'habillement;Mécanicien(ne) collection des industries de l'habillement
16519;H2411;Mécanicien / Mécanicienne modèle;Mécanicien / Mécanicienne modèle
16529;H2411;Mécanicien / Mécanicienne premier modèle;Mécanicien / Mécanicienne premier modèle
16518;H2411;Mécanicien metteur / Mécanicienne metteuse au point en confection;Mécanicien(ne) metteur(se) au point en confection
16800;H2411;Monteur / Monteuse échantillon;Monteur / Monteuse échantillon
16855;H2411;Monteur / Monteuse prototypiste;Monteur / Monteuse prototypiste
18216;H2411;Prototypiste en chaussure;Prototypiste en chaussure
18217;H2411;Prototypiste en confection;Prototypiste en confection
18218;H2411;Prototypiste en maroquinerie;Prototypiste en maroquinerie
15392;H2412;Gradeur / Gradeuse;Gradeur / Gradeuse
17336;H2412;Opérateur / Opératrice sur système informatisé de patronage-gradation;Opérateur(trice) sur système informatisé patronage-gradation
17586;H2412;Patronnier / Patronnière;Patronnier / Patronnière
17587;H2412;Patronnier / Patronnière CAO/DAO;Patronnier / Patronnière CAO/DAO
17590;H2412;Patronnier metteur / Patronnière metteuse au point en industrie des cuirs, peaux et matériaux associés;Patronnier(ère) metteur(se) au point industrie cuirs peaux
17591;H2412;Patronnier-gradeur / Patronnière-gradeuse;Patronnier-gradeur / Patronnière-gradeuse
17592;H2412;Patronnier-gradeur / Patronnière-gradeuse en industrie de l'habillement et autres fabrications à base d'étoffes;Patronnier(ère)-gradeur(se) ind habillement
17593;H2412;Patronnier-gradeur / Patronnière-gradeuse en industrie des matériaux souples;Patronnier(ère)-gradeur(se) en ind des matériaux souples
17594;H2412;Patronnier-gradeur / Patronnière-gradeuse maille;Patronnier-gradeur / Patronnière-gradeuse maille
11538;H2413;Bobineur / Bobineuse en textiles;Bobineur / Bobineuse en textiles
11662;H2413;Canneteur / Canneteuse en industrie textile;Canneteur / Canneteuse en industrie textile
14823;H2413;Encolleur / Encolleuse textile;Encolleur / Encolleuse textile
15019;H2413;Extirpeur / Extirpeuse de fil;Extirpeur / Extirpeuse de fil
15236;H2413;Gareur / Gareuse de métiers textiles;Gareur / Gareuse de métiers textiles
16769;H2413;Monteur / Monteuse de chaîne en industrie textile;Monteur / Monteuse de chaîne en industrie textile
16788;H2413;Monteur / Monteuse de métiers textiles;Monteur / Monteuse de métiers textiles
16856;H2413;Monteur regarnisseur / Monteuse regarnisseuse de métiers textiles;Monteur(se) regarnisseur(se) de métiers textiles
16997;H2413;Noueur / Noueuse de chaîne de tissage;Noueur / Noueuse de chaîne de tissage
16998;H2413;Noueur / Noueuse textile;Noueur / Noueuse textile
17141;H2413;Opérateur / Opératrice de préparation de métier en industrie textile;Opérateur(trice) de préparation de métier en ind textile
17378;H2413;Ourdisseur / Ourdisseuse en industrie textile;Ourdisseur / Ourdisseuse en industrie textile
17569;H2413;Passeur / Passeuse de chaîne en industrie textile;Passeur / Passeuse de chaîne en industrie textile
18062;H2413;Presseur / Presseuse en industrie textile;Presseur / Presseuse en industrie textile
18288;H2413;Rattacheur / Rattacheuse en industrie textile;Rattacheur / Rattacheuse en industrie textile
18508;H2413;Remonteur / Remonteuse en industrie textile;Remonteur / Remonteuse en industrie textile
18511;H2413;Rentreur / Rentreuse de harnais;Rentreur / Rentreuse de harnais
18512;H2413;Rentreur / Rentreuse textile;Rentreur / Rentreuse textile
20724;H2413;Wappeur / Wappeuse en industrie textile;Wappeur / Wappeuse en industrie textile
20735;H2413;Wheeleur / Wheeleuse;Wheeleur / Wheeleuse
11090;H2414;Applicateur / Applicatrice en tannerie-mégisserie;Applicateur / Applicatrice en tannerie-mégisserie
11509;H2414;Bichonneur / Bichonneuse cuir;Bichonneur / Bichonneuse cuir
13958;H2414;Denteleur / Denteleuse en industrie du cuir et autres matériaux souples;Denteleur(se) en ind du cuir et autres matériaux souples
14533;H2414;Dresseur / Dresseuse en ganterie;Dresseur / Dresseuse en ganterie
15241;H2414;Gaufreur / Gaufreuse cuir;Gaufreur / Gaufreuse cuir
15458;H2414;Gutteur / Gutteuse en industrie du cuir et autres matériaux souples;Gutteur(se) industrie du cuir et autres matériaux souples
15463;H2414;Habilleur / Habilleuse cuir;Habilleur / Habilleuse cuir
15464;H2414;Habilleur / Habilleuse en industrie des cuirs, peaux et matériaux associés;Habilleur / Habilleuse en ind cuir, peau, matériaux associés
17101;H2414;Opérateur / Opératrice de finition sur articles en cuir et autres matériaux souples;Opérateur(trice) finition articles cuir et matériaux souples
17142;H2414;Opérateur / Opératrice de préparation en industrie du cuir et autres matériaux souples;Opérateur(trice) préparation ind cuir, matériaux souples
17561;H2414;Pareur / Pareuse en industrie du cuir et autres matériaux souples;Pareur(se) en industrie du cuir et autres matériaux souples
17804;H2414;Pistoleteur / Pistoleteuse en tannerie-mégisserie;Pistoleteur / Pistoleteuse en tannerie-mégisserie
18503;H2414;Rembordeur / Rembordeuse en industrie du cuir et autres matériaux souples;Rembordeur(se) en ind du cuir et autres matériaux souples
18513;H2414;Réparateur - habilleur / Réparatrice - habilleuse en chaussures;Réparateur(trice)-habilleur(se) en chaussures
19240;H2414;Retoucheur / Retoucheuse chaussures;Retoucheur / Retoucheuse chaussures
20659;H2414;Vernisseur / Vernisseuse chaussures;Vernisseur / Vernisseuse chaussures
12652;H2415;Classeur / Classeuse de cuirs et peaux;Classeur / Classeuse de cuirs et peaux
13592;H2415;Contrôleur / Contrôleuse de bobines en industrie textile;Contrôleur / Contrôleuse de bobines en industrie textile
13622;H2415;Contrôleur / Contrôleuse des industries de l'habillement;Contrôleur / Contrôleuse des industries de l'habillement
13632;H2415;Contrôleur / Contrôleuse en bonneterie;Contrôleur / Contrôleuse en bonneterie
13633;H2415;Contrôleur / Contrôleuse en cours de fabrication des industries de matériaux souples;Contrôleur(se) fabrication des industries matériaux souples
13646;H2415;Contrôleur / Contrôleuse qualité des tissus au mètre;Contrôleur / Contrôleuse qualité des tissus au mètre
14867;H2415;Éplucheur visiteur / Éplucheuse visiteuse des industries des matériaux souples;Éplucheur(se) visiteur(se) industries des matériaux souples
16632;H2415;Mesureur visiteur / Mesureuse visiteuse des industries textiles;Mesureur(se) visiteur(se) des industries textiles
17834;H2415;Plieur / Plieuse en dentelle;Plieur / Plieuse en dentelle
18315;H2415;Réceptionnaire cuirs et peaux;Réceptionnaire cuirs et peaux
20444;H2415;Trieur / Trieuse de cuirs et peaux;Trieur / Trieuse de cuirs et peaux
